method,dataset,split,model,n_runs,CC_mean,CC_std,KL_mean,KL_std,EMD_mean,EMD_std,CC_uniform_mean,CC_uniform_std,KL_uniform_mean,KL_uniform_std,EMD_uniform_mean,EMD_uniform_std,CC_baseline,KL_baseline,EMD_baseline,CC_uniform_baseline,KL_uniform_baseline,EMD_uniform_baseline,CC_delta_vs_baseline,CC_pct_vs_baseline,KL_delta_vs_baseline,KL_pct_vs_baseline,EMD_delta_vs_baseline,EMD_pct_vs_baseline,CC_uniform_delta_vs_baseline,CC_uniform_pct_vs_baseline,KL_uniform_delta_vs_baseline,KL_uniform_pct_vs_baseline,EMD_uniform_delta_vs_baseline,EMD_uniform_pct_vs_baseline
AugSal,folder,test,deepgaze_iie,4,0.0005821470664112999,1.3857069600458546e-05,0.16067543047667074,0.0027197633376039,2.276734595497449,0.069214559353341,3.2629517061384126e-18,0.0,0.6186487957106019,0.0,5.582253392537435,0.0,0.0007063555355451,0.301527202152223,3.8301447153091432,3.2629517061384126e-18,0.6186487957106019,5.582253392537435,-0.00012420846913380006,-17.584412223505467,0.14085177167555227,46.71279097547048,1.5534101198116943,40.557478509955295,0.0,0.0,0.0,0.0,0.0,0.0
AugSalStrong,folder,test,deepgaze_iie,4,0.000519008048722525,1.2683845049353058e-05,0.15244913427401136,0.0023054341267477086,2.227858422199885,0.055648249865542634,3.2629517061384126e-18,0.0,0.6186487957106019,0.0,5.582253392537435,0.0,0.0007063555355451,0.301527202152223,3.8301447153091432,3.2629517061384126e-18,0.6186487957106019,5.582253392537435,-0.00018734748682257502,-26.523114408383243,0.14907806787821165,49.441001280856604,1.602286293109258,41.83357058820511,0.0,0.0,0.0,0.0,0.0,0.0
Baseline,folder,test,deepgaze_iie,1,0.0007063555355451,0.0,0.301527202152223,0.0,3.8301447153091432,0.0,3.2629517061384126e-18,0.0,0.6186487957106019,0.0,5.582253392537435,0.0,0.0007063555355451,0.301527202152223,3.8301447153091432,3.2629517061384126e-18,0.6186487957106019,5.582253392537435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Finetuned,folder,test,deepgaze_iie,4,0.000491565349170225,8.709332110871218e-06,0.1472120677837946,0.001880671506977016,2.1592775841554004,0.03506484053719336,3.2629517061384126e-18,0.0,0.6186487957106019,0.0,5.582253392537435,0.0,0.0007063555355451,0.301527202152223,3.8301447153091432,3.2629517061384126e-18,0.6186487957106019,5.582253392537435,-0.00021479018637487503,-30.408225824848927,0.15431513436842842,51.177848388791126,1.6708671311537429,43.62412533592433,0.0,0.0,0.0,0.0,0.0,0.0
MiaMix,folder,test,deepgaze_iie,4,0.00046067268056175,1.188256115597096e-05,0.2536716541653027,0.0034694828729808064,3.2044730563958486,0.015034339479164634,3.2629517061384126e-18,0.0,0.6186487957106019,0.0,5.582253392537435,0.0,0.0007063555355451,0.301527202152223,3.8301447153091432,3.2629517061384126e-18,0.6186487957106019,5.582253392537435,-0.00024568285498335,-34.78175545035612,0.04785554798692032,15.871054964639947,0.6256716589132947,16.335457415289717,0.0,0.0,0.0,0.0,0.0,0.0
